dataset,datasetTitle,publisher,themes
http://data.europa.eu/88u/dataset/habitat-point-records-from-1990-nra-fowey-estuary-littoral-survey,Habitat point records from 1990 NRA Fowey Estuary littoral survey,nodeID://b693935952,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/nature-conservation-local-sites-in-positive-conservation-management-in-england,Local Sites in Positive Conservation Management in England,nodeID://b3220279470,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-1559-,List of legal entities  and physical persons  providing data and information on substances and chemical mixtures pursuant to Order D1-462 of the Minister of the Environment,nodeID://b5363223412,http://publications.europa.eu/resource/authority/data-theme/AGRI
http://data.europa.eu/88u/dataset/csa7g36hligp0l5sbl6ta,"Construction by employment size class (NACE Rev. 1.1, F) (2002-2007)",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/https-kod-brno-cz-nkod-dataset-c344c61aed164ba08164cd19eca53c50_0-ttl,City built-up area types,https://rpp-opendata.egon.gov.cz/odrpp/zdroj/orgán-veřejné-moci/44992785,http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-3855-,General education schools,nodeID://b5382543873,http://publications.europa.eu/resource/authority/data-theme/EDUC
http://data.europa.eu/88u/dataset/school-enrolments-ni-summary-data,School Enrolments NI Summary Data,nodeID://b686687151,http://publications.europa.eu/resource/authority/data-theme/EDUC
http://data.europa.eu/88u/dataset/chlorophyll,Chlorophyll,nodeID://b686688316,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/5qgbmrw5eqbxh292265a,Turnover by client specialisation and employment size class (2000),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/laltjw8ijq6cicvszqojq,Trade by partner country and enterprise size class,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/INTR
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-6712-ceny-ofertowe-mieszkan-dewelopera-ddom-sp-z-oo-w-2025r,Ceny ofertowe mieszkań dewelopera D.DOM Sp. z o.o. w 2025r.,"https://dane.gov.pl/pl/institution/987,ddom-sp-z-oo",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/https-opendata-infrabel-be-explore-dataset-verdeling-van-het-personeelsbestand-volgens-het-opleidingsniveau-van-de-functie-,Repartition of Infrabel manpower by study level of the function,https://org.belgif.be/id/CbeRegisteredEntity/0869763267,http://publications.europa.eu/resource/authority/data-theme/SOCI|http://publications.europa.eu/resource/authority/data-theme/TRAN
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-4209-112b861aebd8aba23cb8486a4a7ed3a78e0e5a92d91b3fb23c1ec12b23065171,"Radzionków: Rejestr Instytucji Kultury, dla których organizatorem jest gmina","https://dane.gov.pl/pl/institution/463,radzionkow",http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/gsd2tbv2oeywtuyqikpwda,Population structure indicators by NUTS 2 region,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/REGI|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/local-administrative-units-level-2-december-2014-super-generalised-clipped-boundaries-in-englan5,Local Administrative Units Level 2 (December 2014) Super Generalised Clipped Boundaries in England and Wales,nodeID://b3216799318,http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/8c4189ab-3d19-41dc-b801-332361d9f739,COVID-19 Contact Tracing: LaboratoryTestPrescription,https://org.belgif.be/id/CbeRegisteredEntity/0367303762,http://publications.europa.eu/resource/authority/data-theme/HEAL
http://data.europa.eu/88u/dataset/higher-education-graduate-outcomes-statistics-uk-2017-18,"Higher Education Graduate Outcomes Statistics: UK, 2017/18",nodeID://b3215702909,http://publications.europa.eu/resource/authority/data-theme/EDUC
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-2288-,Classifiers of the information system of the state-guaranteed legal assistance service (TEISIS).,nodeID://b5363213889,http://publications.europa.eu/resource/authority/data-theme/JUST
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-2343-c-7-3,Liczba kradzieży samochodów na 10000 mieszkańców,"https://dane.gov.pl/pl/institution/185,wydzial-strategii",http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/o8w0zneubmwutrh7rd95fq,Roundwood removals under bark by type of ownership,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/yaeydsi884lzpksgh6eswa,Persons reporting an accident at work by educational attainment level,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/mi7fjd1ekin85xe14yhbvg,Live births by mother's year of birth (age reached) and birth order,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-2134-rejestr-hurtowni-farmaceutycznych~~1,Rejestr Hurtowni Farmaceutycznych,"https://dane.gov.pl/pl/institution/51,centrum-e-zdrowia",http://publications.europa.eu/resource/authority/data-theme/HEAL
http://data.europa.eu/88u/dataset/https-monitor-statnipokladna-gov-cz-api-opendata-monitor-finm-2022_11_data_csuis_finm,FIN 2-12 M - Budget Fulfillment of LGU - period 11/2022,https://rpp-opendata.egon.gov.cz/odrpp/zdroj/orgán-veřejné-moci/00006947,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/5ezuhuowwosyknlzyqg7a,Distribution of air emissions from the ICT sector by NACE Rev. 2 activity,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/SOCI|http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/1xe6vbbzogrgry1niueg,Hospital days of in-patients by NUTS 2 region - females,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/REGI|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/ombjzxf2svps7yts1gnmw,"Average hours worked and paid per employee, by working time and NACE Rev. 1.1 activity - LCS survey 2000",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/ukaea-prompt-payment-data,UKAEA Prompt Payment Data,nodeID://b1271029551,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/financial-transactions-data-warwickshire-pct,"Spend over £25,000 in Warwickshire PCT",nodeID://b686704041,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/harrow-premises-licences,London Borough of Harrow Premises Licences 2014,nodeID://b697249808,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/tds5ygytj94daoez5shja,Distribution of degree mobile graduates from abroad at education level by sex and field of education,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/https-opendata-infrabel-be-explore-dataset-seinvoorbijrijding-in-bijsporen-,Signal Passed At Danger on secondaire tracks,https://org.belgif.be/id/CbeRegisteredEntity/0869763267,http://publications.europa.eu/resource/authority/data-theme/TRAN
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-524-lista-oznaczen-geograficznyc,Lista Oznaczeń Geograficznych,"https://dane.gov.pl/pl/institution/19,urzad-patentowy-rzeczypospolitej-polskiej",http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-3700-d-1-1-liczba-wydarzen-i-dzialan-kulturalnych,D.1.1 - Liczba wydarzeń i działań kulturalnych (z uwzględnieniem rodzajów i typów) ogółem i na 10 tys. mieszkańców,"https://dane.gov.pl/pl/institution/436,umlublin",http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/northern-ireland-local-councils-election-22-may-2014,Northern Ireland Local Councils Election 22 May 2014,nodeID://b3220996262,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/luv51cm2ux81rmhwyvc92w,"Balance of payments, ENP-East countries",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/procurement_spend_apr11_sep11,Payments to suppliers with a value over £500 from London Thames Gateway Development Corporation,nodeID://b686704510,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/geospatial-commission-data-catalogue-voa,Geospatial Commission Data Catalogue: Valuation Office Agency,nodeID://b3216695222,http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/ly2yqpenigpta8kgqbrvq,Hospital days of in-patients,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/parishes-and-non-civil-parished-areas-december-2016-full-clipped-boundaries-in-england-and-wale,Parishes and Non Civil Parished Areas (December 2016) Full Clipped Boundaries in England and Wales,nodeID://b3216808969,http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/creative-people-and-places-awards,Creative People and Places Awards,nodeID://b3221570054,http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/financial-transactions-data-nhs-wandsworth,"Spend over £25,000 in NHS Wandsworth",nodeID://b3221573407,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-opendata-elia-be-explore-dataset-ods157-,Individual decremental balancing energy bids (Historical data as of 22/05/2024),https://org.belgif.be/id/CbeRegisteredEntity/0731852231,http://publications.europa.eu/resource/authority/data-theme/ENER
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-2269-,Protected species data,nodeID://b5363226036,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-1735-,Data of political parties of the Republic of Lithuania,nodeID://b5363225943,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/mj5wexceg4ucrf3stl29dg,Enterprises that provided training to develop/upgrade ICT skills of their personnel by NACE Rev.2 activity,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/SOCI|http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-5783-ceny-ofertowe-mieszkan-dewelopera-bud-haus-sp-z-oo,Ceny ofertowe  mieszkań dewelopera Bud-Haus Sp. z o.o. w 2025 r,"https://dane.gov.pl/pl/institution/2607,bud-haus-spolka-z-ograniczona-odpowiedzialnoscia",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/biotoxin-results-for-england-and-wales,Biotoxin Results for England and Wales,nodeID://b4983028346,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/organogram-olympic-delivery-authority,Organogram of Staff Roles & Salaries,nodeID://b3221095946,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/d2lqxuzrrk2bbild5cg9g,Participants studying by making use of educational broadcasting by educational attainment level and labour status (2003),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/jahresformation-verkehrsperiode-2017-schweizerische-bundesbahnen-sbb,Annual formation (transport period 2018),https://data.sbb.ch/explore/?refine.dcat_ap_ch.domain=schweizerische-bundesbahnen-sbb,http://publications.europa.eu/resource/authority/data-theme/TRAN
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-2738-,Library Statistics Archival Indicators,nodeID://b5363208086,nodeID://b5363208085
http://data.europa.eu/88u/dataset/ptdjxf3c8tbfntcafitkg,Weights of producer prices of agricultural products - survey 1995,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/https-kod-brno-cz-nkod-dataset-3cb19dffee3344a6ab8b40dbb68d1e2f_0-ttl,Graves of famous personalities,https://rpp-opendata.egon.gov.cz/odrpp/zdroj/orgán-veřejné-moci/44992785,http://publications.europa.eu/resource/authority/data-theme/EDUC
http://data.europa.eu/88u/dataset/w87hv5ea1bknrebijgi1a,Health graduates - historical data (1980-2021),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/counties-and-unitary-authorities-december-2016-full-clipped-boundaries-in-england-and-wales3,Counties and Unitary Authorities (December 2016) Full Clipped Boundaries in England and Wales,nodeID://b3217127220,http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/nhs-england-region-local-office-april-2017-full-extent-boundaries-in-england2,NHS England (Region Local Office) (April 2017) Full Extent Boundaries in England,nodeID://b3216808976,http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-2590-nfz-o-zdrowiu-stwardnienie-rozsiane,NFZ o zdrowiu. Stwardnienie rozsiane,"https://dane.gov.pl/pl/institution/32,narodowy-fundusz-zdrowia",http://publications.europa.eu/resource/authority/data-theme/HEAL
http://data.europa.eu/88u/dataset/wirral-community-nhs-trust-expenditure-over-25k,Wirral Community Health and Care NHS Foundation Trust Expenditure Over 25k,nodeID://b686674507,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/spend-transactions-above-25k-for-bhr,Spend transactions above 30k for BHR,http://data.europa.eu/88u/.well-known/genid/ee25f69f5292dfc4544b541ba3a32c6d,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/9wujpconompins7kxdrbg,Distribution of pupils/ students by level (1998-2012),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/otc6yryw5rq9xdlkb9cvdq,Use of renewables for electricity - details,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ENER|http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/kleu6qotlwbskc7oz7sjq,International intra-EU air passenger transport by reporting country and EU partner country,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/TRAN
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-8613-ceny-ofertowe-mieszkan-dewelopera-buma-11-sp-z-oo-w-2025-r,Offer prices of apartments of developer BUMA 11 Sp. z o.o. in 2025.,"https://dane.gov.pl/pl/institution/1271,buma-11-sp-z-oo",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/geuicsbitl4fpsmd25z8xa,BERD by NACE Rev. 1.1 activity and source of funds (1981-2010),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/SOCI|http://publications.europa.eu/resource/authority/data-theme/TECH
http://data.europa.eu/88u/dataset/aefysrnltrfk05uoqxo7q,Enterprise statistics by size class and NACE Rev. 2 activity (from 2021 onwards),http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-2806-~~1,Data on Parking Card Issues of Persons with Disabilities,nodeID://b5429722733,http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/national-charge-point-registry,National Charge Point Registry,nodeID://b697246174,http://publications.europa.eu/resource/authority/data-theme/TRAN
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-4133-4b0e839b2e4cff3aede539de9fd3d332ea499714cd9e12dd975ade73fa255c15,Mikołów: Sprawozdania budżetowe - 2021Q3,"https://dane.gov.pl/pl/institution/464,mikolow_",http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/tv9yyotuizzae8bttwqg,"Incoming responses to 'Dublin' requests for information by submitting country (PARTNER), legal provision, duration of response, sex and type of applicant",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/eaxrxhlzhnjc3qrofecgla,"Consumer price index, ENP-East countries",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/tmatvugkmwk3k9ovx3zfmw,Gross value added,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-2594-liczba-wydanych-kart-dilo-kart-diagnostyki-i-lecze,Liczba wydanych kart DiLO (kart diagnostyki i leczenia onkologicznego),"https://dane.gov.pl/pl/institution/32,narodowy-fundusz-zdrowia",http://publications.europa.eu/resource/authority/data-theme/HEAL
http://data.europa.eu/88u/dataset/cabinet-office-senior-officials-expenses,Cabinet Office Senior Officials' Business Expenses,nodeID://b2796412952,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/1itgzmoy934kwitxjg8q,Labour cost index by NACE Rev. 2 activity - country weights,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/8148k35lyjdfj9zigskhta,Persons employed in main airports by sex,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/TRAN
http://data.europa.eu/88u/dataset/habitat-point-records-from-1988-mncr-eigg-survey,Habitat point records from 1988 MNCR Eigg survey,nodeID://b693936160,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/species-point-records-from-1982-dipper-wash-sublittoral-diving-dredging-survey,Species point records from 1982 Dipper Wash sublittoral diving/dredging survey,nodeID://b686684470,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/equality-impact-assessment-eqia-on-flexible-parental-leave-and-flexible-working,Modern workplaces consultation: government response. Equality impact assessment (EQIA) on flexible parental leave and flexible working,nodeID://b717755572,http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/bepfyyi1ftkmehrjxofyw,Unit value of exports,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/INTR
http://data.europa.eu/88u/dataset/lmccsf6swhgk1kehloejgq,New special purpose road vehicles,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/TRAN
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-1054-dane-statystyczne-dotyczace-odmow-wjazdu-cudzoziemcom-na-granicy-zewnetrznej-ue,Dane statystyczne dotyczące odmów wjazdu cudzoziemcom na granicy zewnętrznej UE,"https://dane.gov.pl/pl/institution/37,komenda-glowna-strazy-granicznej",http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-nodaudit-org-uk-sites-default-files-2023-08-national-20cataract-20audit-20year-205-20data-csv,RCOphth NOD National Cataract Audit Year 5 data,nodeID://b2100076271,http://publications.europa.eu/resource/authority/data-theme/HEAL
http://data.europa.eu/88u/dataset/contract_register,Contract Register,nodeID://b4182797506,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-4006-b318e91736898a223a8120daa029439d1f940389f65b7d4efc2507cce1f2924b,Tarnowskie Góry: Rejestr żłobków i klubów dziecięcych,"https://dane.gov.pl/pl/institution/455,tarnowskie-gory",http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-1516-,The insured,nodeID://b5363224977,http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/expenditure-exceeding-500,Expenditure Exceeding £500 and Government Procurement Card Transactions,nodeID://b3218993642,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-7501-ceny-ofertowe-mieszkan-dewelopera-agrobex-garby-sp,Ceny ofertowe mieszkań dewelopera Agrobex Garby sp. z o.o..,"https://dane.gov.pl/pl/institution/2104,agrobex-garby-sp-z-oo",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/urn-ine-es-tabla-tpx-67543,Residuo alimentario por Categoría de residuos (EWC-STAT) y Actividad económica (CNAE-2009) (Identificador API: 67543),http://datos.gob.es/recurso/sector-publico/org/Organismo/EA0010587,http://datos.gob.es/kos/sector-publico/sector/medio-ambiente|http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-140-,RDP 2014-2020 Risk Management Measure (Animal Insurance). general information,nodeID://b5363214338,http://publications.europa.eu/resource/authority/data-theme/AGRI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-3734-strategia-rozwoju-elektromobilnosci-w-lublinie,Strategia rozwoju elektromobilności w Lublinie,"https://dane.gov.pl/pl/institution/436,umlublin",http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/local-authority-spending-over-500-newark-and-sherwood,Payments to suppliers with a value over £500 from Newark and Sherwood District Council,nodeID://b3221571485,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/counties-december-2016-full-extent-boundaries-in-england3,Counties (December 2016) Full Extent Boundaries in England,nodeID://b3209168325,http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/phosphorus,Phosphorus,nodeID://b686688318,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/n5zwxnamlmwqg6ho2snrda,"Employees with care responsibilities by working time flexibility for care, educational attainment level and degree of urbanisation (2018)",http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/ECON|http://publications.europa.eu/resource/authority/data-theme/GOVE|http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/REGI|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/https-data-gov-lt-datasets-3800-,Support provided by Vilnius City Social Services Centre to persons without a place of residence,nodeID://b5374498303,http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/yocfrjkkuix5xkbo7ekbfw,Median saving rate by activity status of the reference person - experimental statistics,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/HEAL|http://publications.europa.eu/resource/authority/data-theme/JUST|http://publications.europa.eu/resource/authority/data-theme/SOCI
http://data.europa.eu/88u/dataset/nuts-level-2-january-2015-full-clipped-boundaries-in-england-and-wales6,NUTS Level 2 (January 2015) Full Clipped Boundaries in England and Wales,nodeID://b693936616,http://publications.europa.eu/resource/authority/data-theme/REGI
http://data.europa.eu/88u/dataset/species-point-records-from-1977-swbss-ramsey-sublittoral-survey,Species point records from 1977 SWBSS Ramsey sublittoral survey,nodeID://b697246666,http://publications.europa.eu/resource/authority/data-theme/ENVI
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-744-lista-wynalazkow,Lista Wynalazków,"https://dane.gov.pl/pl/institution/19,urzad-patentowy-rzeczypospolitej-polskiej",http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/ppbdwxmve7xgtz64minaa,Goods transported in intermodal transport units,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,http://publications.europa.eu/resource/authority/data-theme/TRAN
http://data.europa.eu/88u/dataset/special-report-21-2025-rrf-support-for-an-improved-business-environment,Special report 21/2025: RRF support for an improved business environment,nodeID://b5397492628,http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/https-dane-gov-pl-pl-dataset-12153-ceny-ofertowe-mieszkan-dewelopera-hygge-development-9-sp-z-oo-dla-osiedle-h9,Offer prices of apartments of developer Hygge Development 9 sp. z o.o. for the Osiedle H9,"https://dane.gov.pl/pl/institution/3496,hygge-development-9-sp-z-oo",http://publications.europa.eu/resource/authority/data-theme/ECON
http://data.europa.eu/88u/dataset/https-www-wirral-gov-uk-about-council-budgets-and-spending-government-procurement-card-payments,Wirral Council Government Card Procurement,nodeID://b1951695215,http://publications.europa.eu/resource/authority/data-theme/GOVE
http://data.europa.eu/88u/dataset/species-point-records-from-1990-nra-otter-estuary-littoral-survey,Species point records from 1990 NRA Otter Estuary littoral survey,nodeID://b686684197,http://publications.europa.eu/resource/authority/data-theme/ENVI
